"id","categorie","sous_section","nom","unite","stock_actuel","stock_minimum","statut","cree_par","date_creation","types_mouvements_autorises","longueur","largeur","est_template","actif","couleur"
"232","Plomberie et Irrigation","Coudes","COUDE PRESSION 90° - DN 63","unité(s)","2","0","valide","3","""2025-10-18T12:14:43.259Z""","consommation",,,"false","true",
"233","Plomberie et Irrigation","Coudes","COUDE PRESSION 90° - DN 75","unité(s)","15","0","valide","3","""2025-10-18T12:14:43.276Z""","consommation",,,"false","true",
"234","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX JR 1''- DN 32","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.294Z""","consommation",,,"false","true",
"235","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX JR 1'1/2 - DN 50","unité(s)","4","0","valide","3","""2025-10-18T12:14:43.311Z""","consommation",,,"false","true",
"236","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX JR 1'1/4 - DN 32","unité(s)","21","0","valide","3","""2025-10-18T12:14:43.328Z""","consommation",,,"false","true",
"237","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX JR 1'1/4 - DN 40","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.345Z""","consommation",,,"false","true",
"238","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX PRESSION - 1'- DN 25","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.363Z""","consommation",,,"false","true",
"239","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX PRESSION - 1'1/2 - DN 50","unité(s)","1","0","valide","3","""2025-10-18T12:14:43.380Z""","consommation",,,"false","true",
"240","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX PRESSION - 1'1/2 - DN 63","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.401Z""","consommation",,,"false","true",
"241","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX PRESSION - 1'1/4 - DN 32","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.419Z""","consommation",,,"false","true",
"242","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX PRESSION - 1'1/4 - DN 40","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.436Z""","consommation",,,"false","true",
"243","Plomberie et Irrigation","Raccords & adaptateurs","EMBOUT MIX PRESSION - 1'1/4 - DN 50","unité(s)","6","0","valide","3","""2025-10-18T12:14:43.453Z""","consommation",,,"false","true",
"244","Plomberie et Irrigation","Raccords & adaptateurs","RACCORD PRESSION 1'","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.471Z""","consommation",,,"false","true",
"245","Plomberie et Irrigation","Raccords & adaptateurs","RACCORD PRESSION 1'1/4","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.488Z""","consommation",,,"false","true",
"246","Plomberie et Irrigation","Raccords & adaptateurs","RACCORD UNION PRESSION DN 50","unité(s)","9","0","valide","3","""2025-10-18T12:14:43.505Z""","consommation",,,"false","true",
"247","Plomberie et Irrigation","Raccords & adaptateurs","RACCORD UNION PRESSION DN 75","unité(s)","17","0","valide","3","""2025-10-18T12:14:43.522Z""","consommation",,,"false","true",
"248","Plomberie et Irrigation","Raccords & adaptateurs","REDUC JR - DN 40/32","unité(s)","1","0","valide","3","""2025-10-18T12:14:43.539Z""","consommation",,,"false","true",
"249","Plomberie et Irrigation","Raccords & adaptateurs","REDUC JR - DN 50/32","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.558Z""","consommation",,,"false","true",
"250","Plomberie et Irrigation","Raccords & adaptateurs","REDUC PRESSION - DN 110/75","unité(s)","1","0","valide","3","""2025-10-18T12:14:43.575Z""","consommation",,,"false","true",
"251","Plomberie et Irrigation","Raccords & adaptateurs","REDUC PRESSION - DN 40/25","unité(s)","3","0","valide","3","""2025-10-18T12:14:43.592Z""","consommation",,,"false","true",
"252","Plomberie et Irrigation","Raccords & adaptateurs","REDUC PRESSION - DN 75/63","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.609Z""","consommation",,,"false","true",
"253","Plomberie et Irrigation","Raccords & adaptateurs","TE EVAC - DN 110","unité(s)","4","0","valide","3","""2025-10-18T12:14:43.627Z""","consommation",,,"false","true",
"254","Plomberie et Irrigation","Raccords & adaptateurs","TE JR - DN 25","unité(s)","23","0","valide","3","""2025-10-18T12:14:43.644Z""","consommation",,,"false","true",
"255","Plomberie et Irrigation","Raccords & adaptateurs","TE JR - DN 32","unité(s)","5","0","valide","3","""2025-10-18T12:14:43.661Z""","consommation",,,"false","true",
"256","Plomberie et Irrigation","Raccords & adaptateurs","TE JR - DN 40","unité(s)","14","0","valide","3","""2025-10-18T12:14:43.679Z""","consommation",,,"false","true",
"257","Plomberie et Irrigation","Raccords & adaptateurs","TE JR - DN 50","unité(s)","8","0","valide","3","""2025-10-18T12:14:43.697Z""","consommation",,,"false","true",
"258","Plomberie et Irrigation","Raccords & adaptateurs","TE PRESSION - DN 110","unité(s)","23","0","valide","3","""2025-10-18T12:14:43.715Z""","consommation",,,"false","true",
"259","Plomberie et Irrigation","Raccords & adaptateurs","TE PRESSION - DN 25","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.733Z""","consommation",,,"false","true",
"260","Plomberie et Irrigation","Raccords & adaptateurs","TE PRESSION - DN 32","unité(s)","1","0","valide","3","""2025-10-18T12:14:43.750Z""","consommation",,,"false","true",
"261","Plomberie et Irrigation","Raccords & adaptateurs","TE PRESSION - DN 50","unité(s)","10","0","valide","3","""2025-10-18T12:14:43.767Z""","consommation",,,"false","true",
"262","Plomberie et Irrigation","Raccords & adaptateurs","TE PRESSION - DN 75","unité(s)","35","0","valide","3","""2025-10-18T12:14:43.783Z""","consommation",,,"false","true",
"263","Plomberie et Irrigation","Raccords & adaptateurs","TE REDUC JR - DN 32/25/32","unité(s)","15","0","valide","3","""2025-10-18T12:14:43.801Z""","consommation",,,"false","true",
"264","Plomberie et Irrigation","Raccords & adaptateurs","TE REDUC JR - DN 40/1'´/40","unité(s)","71","0","valide","3","""2025-10-18T12:14:43.818Z""","consommation",,,"false","true",
"265","Plomberie et Irrigation","Raccords & adaptateurs","UNION JR - DN 32","unité(s)","13","0","valide","3","""2025-10-18T12:14:43.835Z""","consommation",,,"false","true",
"266","Plomberie et Irrigation","Raccords & adaptateurs","UNION JR - DN 40","unité(s)","2","0","valide","3","""2025-10-18T12:14:43.851Z""","consommation",,,"false","true",
"267","Plomberie et Irrigation","Raccords & adaptateurs","UNION JR - DN 50","unité(s)","6","0","valide","3","""2025-10-18T12:14:43.868Z""","consommation",,,"false","true",
"268","Plomberie et Irrigation","Raccords & adaptateurs","UNION PRESSION 3'1/2","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.885Z""","consommation",,,"false","true",
"269","Plomberie et Irrigation","Vannes & régulation","VANNE JR - DN 40","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.902Z""","consommation",,,"false","true",
"270","Plomberie et Irrigation","Vannes & régulation","VANNE JR - DN 50","unité(s)","6","0","valide","3","""2025-10-18T12:14:43.919Z""","consommation",,,"false","true",
"271","Plomberie et Irrigation","Vannes & régulation","VANNE PRESSION - DN 110","unité(s)","4","0","valide","3","""2025-10-18T12:14:43.936Z""","consommation",,,"false","true",
"272","Plomberie et Irrigation","Vannes & régulation","VANNE PRESSION - DN 32","unité(s)","1","0","valide","3","""2025-10-18T12:14:43.953Z""","consommation",,,"false","true",
"273","Plomberie et Irrigation","Vannes & régulation","VANNE PRESSION - DN 75","unité(s)","1","0","valide","3","""2025-10-18T12:14:43.970Z""","consommation",,,"false","true",
"274","Plomberie et Irrigation","Vannes & régulation","VANNE PRESSION-JR - Pression DN50 - JR DN 50","unité(s)","0","0","valide","3","""2025-10-18T12:14:43.987Z""","consommation",,,"false","true",
"275","Plomberie et Irrigation","Vannes & régulation","VANNE REDUC JR - DN 32F / 40M","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.006Z""","consommation",,,"false","true",
"276","Plomberie et Irrigation","Bouchons & finitions","BOUCHON JR - DN 25","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.023Z""","consommation",,,"false","true",
"277","Plomberie et Irrigation","Bouchons & finitions","BOUCHON JR - DN 32","unité(s)","30","0","valide","3","""2025-10-18T12:14:44.041Z""","consommation",,,"false","true",
"278","Plomberie et Irrigation","Bouchons & finitions","BOUCHON PRESSION - DN 110","unité(s)","23","0","valide","3","""2025-10-18T12:14:44.057Z""","consommation",,,"false","true",
"279","Plomberie et Irrigation","Bouchons & finitions","BOUCHON PRESSION - DN 63","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.074Z""","consommation",,,"false","true",
"280","Plomberie et Irrigation","Bouchons & finitions","BOUCHON PRESSION - DN 75","unité(s)","5","0","valide","3","""2025-10-18T12:14:44.097Z""","consommation",,,"false","true",
"281","Plomberie et Irrigation","Autres","COLLE PVC 1L","unité(s)","12","0","valide","3","""2025-10-18T12:14:44.115Z""","consommation",,,"false","true",
"282","Plomberie et Irrigation","Irrigation & arrosage","ASPERSEUR - 32L / H","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.134Z""","consommation",,,"false","true",
"283","Plomberie et Irrigation","Irrigation & arrosage","FILTRE A DISQUE 130 MICRONS - 1""1/2","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.153Z""","consommation",,,"false","true",
"284","Plomberie et Irrigation","Irrigation & arrosage","GOUTTEURS - 6L / H","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.172Z""","consommation",,,"false","true",
"285","Plomberie et Irrigation","Irrigation & arrosage","GOUTTEURS - 8L / H","unité(s)","180","0","valide","3","""2025-10-18T12:14:44.190Z""","consommation",,,"false","true",
"286","Plomberie et Irrigation","Irrigation & arrosage","PIQUET ASPERSEUR","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.208Z""","consommation",,,"false","true",
"287","Electricité","Tous","BOITE DE LIAISON ETANCHE","unité(s)","7","0","valide","3","""2025-10-18T12:14:44.225Z""","consommation",,,"false","true",
"288","Electricité","Tous","CABLE A05VVF 3 x 1.5mm","mètre(s)","0","0","valide","3","""2025-10-18T12:14:44.241Z""","consommation",,,"false","true",
"289","Electricité","Tous","DISJONCTEUR MODULAIRE 10A","unité(s)","5","0","valide","3","""2025-10-18T12:14:44.258Z""","consommation",,,"false","true",
"290","Electricité","Tous","DISJONCTEUR MODULAIRE 16A","unité(s)","9","0","valide","3","""2025-10-18T12:14:44.276Z""","consommation",,,"false","true",
"291","Electricité","Tous","GAINE ANNELE - D 13","mètre(s)","0","0","valide","3","""2025-10-18T12:14:44.294Z""","consommation",,,"false","true",
"292","Electricité","Tous","GAINE ANNELE - D 32","mètre(s)","49","0","valide","3","""2025-10-18T12:14:44.312Z""","consommation",,,"false","true",
"293","Electricité","Tous","HORLOGE MODULAIRE ANALOGIQUE","unité(s)","2","0","valide","3","""2025-10-18T12:14:44.329Z""","consommation",,,"false","true",
"294","Electricité","Tous","HORLOGE MODULAIRE NUMERIQUE","unité(s)","3","0","valide","3","""2025-10-18T12:14:44.347Z""","consommation",,,"false","true",
"295","EPI","Tous","CASQUE BLANC","unité(s)","4","0","valide","3","""2025-10-18T12:14:44.364Z""","pret",,,"false","true",
"296","EPI","Tous","CASQUE BLEU","unité(s)","5","0","valide","3","""2025-10-18T12:14:44.382Z""","pret",,,"false","true",
"297","EPI","Tous","FOULARD","unité(s)","1","0","valide","3","""2025-10-18T12:14:44.400Z""","pret",,,"false","true",
"298","EPI","Tous","GILET JAUNE","unité(s)","27","0","valide","3","""2025-10-18T12:14:44.417Z""","pret",,,"false","true",
"299","EPI","Tous","PAIRE CHAUSSURES - 41","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.435Z""","pret",,,"false","true",
"300","EPI","Tous","PAIRE CHAUSSURES - 42","unité(s)","17","0","valide","3","""2025-10-18T12:14:44.453Z""","pret",,,"false","true",
"301","EPI","Tous","PAIRE CHAUSSURES - 44","unité(s)","15","0","valide","3","""2025-10-18T12:14:44.471Z""","pret",,,"false","true",
"302","EPI","Tous","PAIRE CHAUSSURES - 45","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.489Z""","pret",,,"false","true",
"303","EPI","Tous","PAIRE CHAUSSURES - 46","unité(s)","0","0","valide","3","""2025-10-18T12:14:44.507Z""","pret",,,"false","true",
"304","EPI","Tous","PAIRE GANTS","unité(s)","20","0","valide","3","""2025-10-18T12:14:44.525Z""","pret",,,"false","true",
"305","EPI","Tous","T-SHIRT","unité(s)","26","0","valide","3","""2025-10-18T12:14:44.542Z""","pret",,,"false","true",
"316","Etanchéité","Géomembranes","Membrane PVC","unité(s)","0","0","valide",,"""2025-10-21T19:27:06.957Z""","consommation",,,"true","true",
"317","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 110 (Chute)","Chute > 50cm","1","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"318","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 50 (Chute)","Chute > 50cm","3","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"319","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 63 (Chute)","Chute > 50cm","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"320","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 75 (Chute)","Chute > 50cm","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"321","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 90 (Chute)","Chute > 50cm","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"322","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 160 (Chute)","Chute > 50cm","3","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"323","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 125 (Chute)","Chute > 50cm","1","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"324","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 16 - PN 6 (Chute)","Chute > 3m (et inf. à 10m)","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"325","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 25 - PN 6 (Chute)","Chute > 3m (et inf. à 10m)","1","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"326","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 10 (Chute)","Chute > 3m (et inf. à 10m)","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"327","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 6 (Chute)","Chute > 3m (et inf. à 10m)","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"328","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 40 - PN 6 (Chute)","Chute > 3m (et inf. à 10m)","2","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"329","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 50 - PN 6 (Chute)","Chute > 3m (et inf. à 10m)","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"330","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 40 (Chute)","Chute > 50cm","1","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"331","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 50 (Chute)","Chute > 50cm","7","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"332","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 63 (Chute)","Chute > 50cm","5","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"333","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 75 (Chute)","Chute > 50cm","6","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"334","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 90 (Chute)","Chute > 50cm","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"335","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 110 (Chute)","Chute > 50cm","16","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"336","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 125 (Chute)","Chute > 50cm","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"337","Plomberie et Irrigation","Tubes & tuyaux","EVAC - DN 40 (Chute)","Chute > 50cm","0","0","valide",,"""2025-10-21T19:27:17.642Z""","consommation",,,"false","true",
"340","Etanchéité","Géomembranes","Membrane PVC 8mx20m","unité(s)","0","0","valide","5","""2025-10-21T20:28:08.539Z""","consommation","8","20","false","false",
"341","Etanchéité","Géomembranes","Membrane PVC 10mx20m","unité(s)","0","0","valide","5","""2025-10-21T20:59:30.825Z""","consommation","10","20","false","false",
"342","Etanchéité","Géomembranes","Membrane PVC 10mx50m","unité(s)","0","0","valide","5","""2025-10-21T20:59:30.917Z""","consommation","10","50","false","false",
"343","Pompes","Tous","Pompe BCM 10/50 ST 0,75KW","unité(s)","0","0","valide",,"""2025-10-21T22:37:42.827Z""","consommation",,,"false","true",
"344","Pompes","Tous","Pompe DM8 0,55KW","unité(s)","0","0","valide",,"""2025-10-21T22:37:42.827Z""","consommation",,,"false","true",
"345","Pompes","Tous","Pompe Top Vortex 0,37KW","unité(s)","0","0","valide",,"""2025-10-21T22:37:42.827Z""","consommation",,,"false","true",
"346","Pompes","Tous","Pompe UPM2/4-GE","unité(s)","0","0","valide",,"""2025-10-21T22:37:42.827Z""","consommation",,,"false","true",
"347","Pompes","Tous","Pompe VXCM 15/35 1,1KW","unité(s)","3","0","valide",,"""2025-10-21T22:37:42.827Z""","consommation",,,"false","true",
"348","Pompes","Tous","Pompe VXM 10/35 0,75KW","unité(s)","0","0","valide",,"""2025-10-21T22:37:42.827Z""","consommation",,,"false","true",
"349","Equipements lourds","Tous","Groupe électrogène","unité(s)","1","0","valide",,"""2025-10-21T22:37:42.827Z""","pret",,,"false","true",
"350","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 160","Nb de tuyaux 6m","0","0","valide","3","""2025-10-22T09:49:29.049Z""","les_deux",,,"false","true",
"351","Plomberie et Irrigation","Tubes & tuyaux","PRESSION - DN 160 (Chute)","Chute > 50cm","1","0","valide","3","""2025-10-22T09:56:01.732Z""","les_deux",,,"false","true",
"352","Monolyto","Tous","Monolyto 15 central","unité(s)","140","0","valide","3","""2025-10-26T18:06:32.560Z""","les_deux",,,"false","true",
"353","Monolyto","Tous","Monolyto 15 angle","unité(s)","0","0","valide","3","""2025-10-26T18:07:50.847Z""","les_deux",,,"false","true",
"354","Monolyto","Tous","Monolyto 15 demi","unité(s)","10","0","valide","3","""2025-10-26T18:08:07.065Z""","les_deux",,,"false","true",
"355","Etanchéité","Geotextile","Geotextile (rouleau de 5.9m x 150m)","unité(s)","0","0","valide","2","""2025-10-26T18:17:30.297Z""","les_deux",,,"false","true",
"356","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 16 - PN 6 (Rouleau de 50m)","Rouleau de 50m","0","0","valide","3","""2025-11-04T11:58:53.081Z""","consommation",,,"false","true",
"357","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 25 - PN 6 (Rouleau de 50m)","Rouleau de 50m","3","0","valide","3","""2025-11-04T11:58:53.081Z""","consommation",,,"false","true",
"358","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 10 (Rouleau de 50m)","Rouleau de 50m","1","0","valide","3","""2025-11-04T11:58:53.081Z""","consommation",,,"false","true",
"359","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 6 (Rouleau de 50m)","Rouleau de 50m","0","0","valide","3","""2025-11-04T11:58:53.081Z""","consommation",,,"false","true",
"360","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 40 - PN 6 (Rouleau de 50m)","Rouleau de 50m","3","0","valide","3","""2025-11-04T11:58:53.081Z""","consommation",,,"false","true",
"361","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 50 - PN 6 (Rouleau de 50m)","Rouleau de 50m","0","0","valide","3","""2025-11-04T11:58:53.081Z""","consommation",,,"false","true",
"362","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 16 - PN 6 (Rouleau partiellement utilisé)","unité(s)","0","0","valide","3","""2025-11-04T11:59:35.839Z""","consommation",,,"true","true",
"363","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 25 - PN 6 (Rouleau partiellement utilisé)","unité(s)","0","0","valide","3","""2025-11-04T11:59:35.839Z""","consommation",,,"true","true",
"364","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 10 (Rouleau partiellement utilisé)","unité(s)","0","0","valide","3","""2025-11-04T11:59:35.839Z""","consommation",,,"true","true",
"365","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 6 (Rouleau partiellement utilisé)","unité(s)","0","0","valide","3","""2025-11-04T11:59:35.839Z""","consommation",,,"true","true",
"366","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 40 - PN 6 (Rouleau partiellement utilisé)","unité(s)","0","0","valide","3","""2025-11-04T11:59:35.839Z""","consommation",,,"true","true",
"367","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 50 - PN 6 (Rouleau partiellement utilisé)","unité(s)","0","0","valide","3","""2025-11-04T11:59:35.839Z""","consommation",,,"true","true",
"368","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 16 - PN 6 (87m)","unité(s)","0","0","valide","3","""2025-11-04T12:35:22.699Z""","consommation","87",,"false","false",
"369","Pompes","Tous","Pompe UPM8/4-GE","unité(s)","1","0","valide","3","""2025-11-04T16:09:49.505Z""","les_deux",,,"false","true",
"370","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 25 - PN 6 (23.8m)","unité(s)","1","0","valide","2","""2025-11-04T20:33:11.553Z""","consommation","23.8",,"false","true",
"371","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 25 - PN 6 (49.75m)","unité(s)","0","0","valide","2","""2025-11-04T20:33:11.794Z""","consommation","49.75",,"false","false",
"372","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 25 - PN 6 (19.49m)","unité(s)","1","0","valide","2","""2025-11-04T20:33:12.030Z""","consommation","19.49",,"false","true",
"373","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 40 - PN 6 (13.9m)","unité(s)","0","0","valide","2","""2025-11-04T20:38:07.974Z""","consommation","13.9",,"false","false",
"374","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 40 - PN 6 (12.6m)","unité(s)","1","0","valide","2","""2025-11-04T20:38:08.211Z""","consommation","12.6",,"false","true",
"375","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 40 - PN 6 (14.6m)","unité(s)","0","0","valide","2","""2025-11-04T20:38:08.437Z""","consommation","14.6",,"false","false",
"376","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 40 - PN 6 (48.7m)","unité(s)","1","0","valide","2","""2025-11-04T20:38:08.803Z""","consommation","48.7",,"false","true",
"377","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 10 (15.9m)","unité(s)","1","0","valide","2","""2025-11-04T20:40:18.875Z""","consommation","15.9",,"false","true",
"378","Plomberie et Irrigation","Tubes & tuyaux","JR - DN 32 - PN 6 (33m)","unité(s)","1","0","valide","2","""2025-11-04T20:40:19.097Z""","consommation","33",,"false","true",
"379","Outillage-Autres","Sécurité & signalisation","Couvercle regard 60 x 60","unité(s)","6","0","valide","2","""2025-11-05T09:34:56.915Z""","les_deux",,,"false","true",
"380","Outillage-Autres","Sécurité & signalisation","Couvercle regard 40 x 40","unité(s)","22","0","valide","2","""2025-11-05T09:36:54.006Z""","les_deux",,,"false","true",
"381","Electricité","Tous","Câble H05VVF 3x2.5 mm","Rouleau de 100m","1","0","valide","2","""2025-11-05T11:15:34.259Z""","les_deux",,,"false","true",
"382","Electricité","Tous","GAINE ANNELÉE - D32","Rouleau de 50m","0","0","valide","2","""2025-11-05T11:19:58.209Z""","les_deux",,,"false","true",
"383","Electricité","Tous","GAINE ANNELÉE - D25","Rouleau de 100m","1","0","valide","2","""2025-11-05T11:20:45.128Z""","les_deux",,,"false","true",
"384","Electricité","Tous","Coffret électrique PM","unité(s)","1","0","valide","2","""2025-11-05T11:21:36.404Z""","les_deux",,,"false","true",
"385","Electricité","Tous","GAINE ANNELÉE - D25","mètre(s)","18","0","valide","2","""2025-11-05T11:24:14.341Z""","les_deux",,,"false","true",
"386","Electricité","Tous","GAINE ANNELÉE - D20","mètre(s)","64","0","valide","2","""2025-11-05T11:24:47.375Z""","les_deux",,,"false","true",
"387","Electricité","Tous","GAINE ANNELÉE - D15","mètre(s)","36","0","valide","2","""2025-11-05T11:25:29.067Z""","les_deux",,,"false","true",
"388","Outillage-Autres","Sécurité & signalisation","Couvercle en bois ","unité(s)","1","0","valide","2","""2025-11-05T11:45:34.519Z""","les_deux",,,"false","true",
"389","EPI","Tous","Gilets sécurité (orange)","unité(s)","1","0","valide","2","""2025-11-05T11:49:46.998Z""","les_deux",,,"false","true",
"390","EPI","Tous","Casques vert","unité(s)","19","0","valide","2","""2025-11-05T11:50:26.661Z""","les_deux",,,"false","true",
"391","EPI","Tous","Bottes maintenance (paire)","unité(s)","5","0","valide","2","""2025-11-05T11:51:13.733Z""","les_deux",,,"false","true",
"392","Outillage-Autres","Outils manuels","Cisaille d'entretien paysager","unité(s)","2","0","valide","2","""2025-11-05T12:10:47.189Z""","les_deux",,,"false","true",
"393","Outillage-Autres","Outils manuels","Scie PVC","unité(s)","1","0","valide","2","""2025-11-05T12:11:22.138Z""","les_deux",,,"false","true",
"395","Outillage-Autres","Outils manuels","Embout pelle","unité(s)","0","0","valide","2","""2025-11-05T12:15:27.712Z""","les_deux",,,"false","true",
"396","Outillage-Autres","Outils manuels","Embout pioche","unité(s)","8","0","valide","2","""2025-11-05T12:15:49.410Z""","les_deux",,,"false","true",
"397","Outillage-Autres","Mesure & traçage","Niveau à eau","mètre(s)","1","0","valide","2","""2025-11-05T12:27:37.631Z""","les_deux",,,"false","true",
"398","Outillage-Autres","Sécurité & signalisation","Rouleau signalisation ","unité(s)","18","0","valide","2","""2025-11-05T12:28:16.269Z""","les_deux",,,"false","true",
"400","Etanchéité","Géomembranes","Membrane PVC 2.5mx7m - Blanc","unité(s)","0","0","valide","2","""2025-11-05T14:09:58.522Z""","consommation","2.5","7","false","false","Blanc"
"401","Outillage-Autres","Outils manuels","Tuyau pour coudage ","unité(s)","2","0","valide","2","""2025-11-05T14:43:54.222Z""","les_deux",,,"false","true",
"402","Outillage-Autres","Outils manuels","Pince multiprise","unité(s)","1","0","valide","2","""2025-11-05T14:44:18.405Z""","les_deux",,,"false","true",
"403","Outillage-Autres","Outils manuels","Pince serrage","unité(s)","2","0","valide","2","""2025-11-05T14:44:50.251Z""","les_deux",,,"false","true",
"404","Outillage-Autres","Outils manuels","Pistolet à mastic ","unité(s)","2","0","valide","2","""2025-11-05T14:45:53.557Z""","les_deux",,,"false","true",
"405","Outillage-Autres","Outils manuels","Truelle ","unité(s)","4","0","valide","2","""2025-11-05T14:46:10.909Z""","les_deux",,,"false","true",
"406","Outillage-Autres","Équipement & mobilier","Échelle ","unité(s)","0","0","valide","2","""2025-11-05T14:47:36.229Z""","les_deux",,,"false","true",
"407","EPI","Tous","Combinaison maintenance ","unité(s)","2","0","valide","2","""2025-11-05T14:48:28.235Z""","les_deux",,,"false","true",
